,rating_ratingValue,rating_worstRating,rating_bestRating,rating_alternateName,creativeWork_author_name,creativeWork_datePublished,creativeWork_author_sameAs,claimReview_author_name,claimReview_author_url,claimReview_url,claimReview_claimReviewed,claimReview_datePublished,claimReview_source,claimReview_author,extra_body,extra_refered_links,extra_title,extra_tags,extra_entities_claimReview_claimReviewed,extra_entities_body,extra_entities_keywords,extra_entities_author,related_links
10,,,,False,"""S Jana""",,,Vishvanews,,https://www.vishvasnews.com/english/viral/fact-check-person-touching-the-woman-inappropriately-in-the-viral-video-isnt-the-president-of-azerbaijan/,"""Azerbaijan president forgot to exit after zoom meeting""",2021-6-8,Vishvanews,"Pallavi Mishra,Urvashi Kapoor","""Vishvas News investigated and found that the person in the video was an MP from Azerbaijan, who was sacked after the incident. This person is not the President of Azerbaijan.""","""['https://archive.fo/wip/iL7q6', 'https://panatimes.com/azerbaijan-mp-huseynbala-miralamov-fired-after-video-of-him-touching-his-secret-eatery-ass-during-a-conference-call', 'https://www.unikal.org/news/287459/o-menim-qizim-yerindedir-huseynbala-mirelemov', 'http://unikal.org/']""","""Fact Check: Person touching the woman inappropriately in the viral video isn’t the President of Azerbaijan""","""['Fact Check', 'fake news']""","""[]""","""[]""",,,
11,,,,False,"""Raima Joy Piang Bandala""",,,Vishvanews,,https://www.vishvasnews.com/english/health/fact-check-nobel-laureate-luc-montagnier-did-not-say-this-about-covid-19-vaccine-viral-post-is-fake/,"""All Vaccinated People Will die within 2 Years.""",2021-5-28,Vishvanews,"Umam Noor,Pallavi Mishra","""Vishvas News found in its investigation that Nobel laureate Luc Montagnier did not say that those who got the COVID-19 vaccination would die within two years and neither this claim is true. The claims made by Nobel laureate Luc Montagnier in his interview that ‘new variants of the corona are due to the vaccine’ and ‘it is antibodies made by the virus that make the infection stronger’ are also wrong. Covid-19 Vaccines do not cause mutations or variants of the virus.""","""['https://archive.fo/wip/46zhg', 'https://www.facebook.com/rhemspiang.bandala/posts/747435199285101', 'https://rairfoundation.com/bombshell-nobel-prize-winner-reveals-covid-vaccine-is-creating-variants/', 'https://rairfoundation.com/alert-luc-montagnier-did-not-say-vaccine-would-kill-people-in-two-years-heres-what-he-did-say-video/', 'http://dbtindia.gov.in/sites/default/files/Note%20on%20INSACOG%20Data%20and%20Mutants%2021-04-2021.pdf', 'https://science.thewire.in/the-sciences/luc-montagniers-views-on-covid-vaccines-are-latest-of-his-wrong-vexing-ideas/', 'https://www.medpagetoday.com/special-reports/exclusives/91648', 'https://www.medpagetoday.com/special-reports/exclusives/91648', 'https://www.nobelprize.org/prizes/medicine/2008/montagnier/facts/', 'http://ww.theweek.in/news/world/2020/04/19/coronavirus-man-made-in-wuhan-lab-says-nobel-laureate.html', 'https://science.thewire.in/the-sciences/luc-montagniers-views-on-covid-vaccines-are-latest-of-his-wrong-vexing-ideas/embed/#?secret=hPCgCTRIuo', 'https://www.youtube.com/embed/hcBBDRPQt6Y?feature=oembed']""","""Fact Check: Nobel laureate Luc Montagnier did not say this about COVID-19 vaccine, viral post is fake""","""['corona virus vaccine', 'Coronavirus', 'Fact Check', 'luc montagnier', 'vaccine']""","""[]""","""[]""",,,
12,,,,False,"""Fb User: Mechelle Reba""",,,Vishvanews,,https://www.vishvasnews.com/english/world/fact-check-image-of-woman-being-shared-is-not-related-to-statute-of-liberty-viral-post-is-fake/,"""Photo of the woman who posed for Statue of Liberty""",2021-3-9,Vishvanews,"Amanpreet Kaur,Urvashi Kapoor","""Vishvas News investigated and found the claim made with the viral post to be fake. The photo of a woman seen in the viral post is actually a picture made with the help of Artificial Intelligence. An artist created the photo by getting inspired by the Statue of Liberty. This isn’t the photo of the woman who post for the Statue of Liberty, as claimed in the viral post.""","""['https://perma.cc/6EZM-B2J3', 'https://www.designboom.com/technology/bas-sterwijk-artbreeder-ai-famous-portraits-07-11-2020/', 'https://www.basuterwijk.com/portfolio/G0000WVKM6MbiIAc', 'https://www.dailymail.co.uk/femail/article-8479591/Artist-uses-artificial-intelligence-reveal-famous-historical-figures-actually-looked-like.html', 'https://twitter.com/hashtag/artbreeder?src=hash&ref_src=twsrc%5Etfw', 'https://twitter.com/hashtag/StyleGAN2?src=hash&ref_src=twsrc%5Etfw', 'https://twitter.com/hashtag/DeepLearning?src=hash&ref_src=twsrc%5Etfw', 'https://twitter.com/hashtag/AI?src=hash&ref_src=twsrc%5Etfw', 'https://twitter.com/hashtag/NeuralNetworks?src=hash&ref_src=twsrc%5Etfw', 'https://twitter.com/hashtag/ladyliberty?src=hash&ref_src=twsrc%5Etfw', 'https://twitter.com/hashtag/statueofliberty?src=hash&ref_src=twsrc%5Etfw', 'https://t.co/dCgaaWoL9E', 'https://www.youtube.com/watch?v=OHar04xM0ng']""","""Fact Check: Image of Woman Being Shared Is Not Related To Statue of Liberty, Viral Post is Fake""","""['Fact Check', 'fake news']""","""[]""","""[]""",,,
13,,,,False,"""Tamil Echos""",,,Vishvanews,,https://www.vishvasnews.com/english/viral/fact-check-this-video-of-naming-ceremony-of-baby-elephant-is-old-and-is-from-karnataka-not-kerala/,"""Baby elephant Vaikuntam born in Guruvayoor""",2021-7-21,Vishvanews,"Pallavi Mishra,Ashish Maharishi","""This claim turned out to be false in the investigation of Vishvas News. Viral video is 2020. This naming ceremony of the baby elephant took place at the Sri Manjunatha Swamy temple in Karnataka and not in Kerala. This elephant baby was named Shivani and not Vaikuntham.""","""['https://www.facebook.com/TamilEcho/posts/245777727353146', 'https://www.facebook.com/devarajan.krishnaswami/videos/368729048014460/', 'https://www.facebook.com/magesh.kumar.75436531', 'https://www.facebook.com/govind.krishna.735/videos/4079216255531241/', 'https://www.facebook.com/saikunjme/videos/176526737711951/', 'https://www.facebook.com/jrajmohan.pilai/videos/136892178549677/', 'https://www.facebook.com/100055192487046/videos/334080661775014/', 'https://www.hindustantimes.com/it-s-viral/baby-elephant-named-shivani-plays-with-water-after-her-naming-ceremony-watch/story-cC8BNpFoAe0080BDLYp2TM', 'https://www.youtube.com/embed/gNGJuWzIlxY?feature=oembed', 'https://www.youtube.com/embed/U7_g9jnNhoI?feature=oembed']""","""Fact Check: This video of naming ceremony of baby elephant is old and is from Karnataka, not Kerala""","""['baby elephant', 'elephant']""","""[]""","""[]""",,,
14,,,,Misleading,"""Marie Gogi""",,,Vishvanews,,https://www.vishvasnews.com/english/viral/fact-check-apple-seeds-do-contain-cyanide-but-not-poisonous-enough-to-kill-a-person-viral-post-is-misleading/,"""Apple seeds contain cyanide – so even if the apple tastes good…looks good…. do not eat the poisonous seeds…..""",2021-7-20,Vishvanews,"Urvashi Kapoor,ameesh rai","""The claim that apple seeds contain cyanide and eating them can kill a person is misleading and is missing context. While it is true that apple seeds contain cyanide in the form of amygdalin but a person would have to consume several apple seeds (by crushing) to cause cyanide poisoning.""","""['https://www.facebook.com/photo?fbid=1593906700870148&set=a.1396931543900999', 'https://www.healthline.com/health/food-nutrition/are-apple-seeds-poisonous#how-cyanide-works', 'https://www.cdc.gov/niosh/idlh/cyanides.html', 'https://web.extension.illinois.edu/apples/facts.cfm']""","""Fact Check: Apple seeds do contain cyanide but not poisonous enough to kill a person; viral post is misleading""","""['Fact Check']""","""[]""","""[]""",,,
15,,,,False,"""Niamh Crowley""",,,Vishvanews,,https://www.vishvasnews.com/english/viral/fact-check-this-video-of-a-tornado-during-a-baseball-game-is-edited-2/,"""Tornado at the Phillies game last night.""",2021-7-17,Vishvanews,"Pallavi Mishra,Urvashi Kapoor","""Vishvas News investigated and found that the viral claim is fake. The video is edited and no such tornado struck during the actual match.""","""['https://web.archive.org/save/https://www.facebook.com/niamh.crowley.583/videos/2580762065552410/?t=0', 'https://www.famousbirthdays.com/people/greg-pietrantonio.html', 'https://www.youtube.com/embed/YwMLjHwM9fo?feature=oembed']""","""Fact Check: This video of a tornado during a baseball game is edited""","""['Fact Check', 'fake news']""","""[]""","""[]""",,,
16,,,,False,"""Bablu Yadav""",,,Vishvanews,,https://www.vishvasnews.com/english/viral/fact-check-this-video-of-petrol-pump-that-caught-fire-is-not-from-haryana/,"""Was troubled by the rising price of oil, ran away after burning a petrol pump in Haryana.""",2021-7-16,Vishvanews,"Pallavi Mishra,Urvashi Kapoor","""Vishvas News investigated and found that the video is not from Haryana. This video is from Iran and falsely passed off as from India.""","""['https://www.facebook.com/permalink.php?story_fbid=2845254969069502&id=100007550791697', 'https://archive.fo/0OMdp', 'https://www.instagram.com/p/CQVNbJtjiqA/', 'https://www.yjc.news/fa/news/7791084/%D9%85%D8%A7%D8%AC%D8%B1%D8%A7%DB%8C-%D8%A2%D8%AA%D8%B4-%D8%B2%D8%AF%D9%86-%D8%AC%D8%A7%DB%8C%DA%AF%D8%A7%D9%87-%D8%B3%D9%88%D8%AE%D8%AA-%D8%AF%D8%B1-%D8%B1%D9%81%D8%B3%D9%86%D8%AC%D8%A7%D9%86-%DA%86%D9%87-%D8%A8%D9%88%D8%AF', 'https://www.eghtesadnews.com/%D8%A8%D8%AE%D8%B4-%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%B3%D8%A7%DB%8C%D8%B1-%D8%B1%D8%B3%D8%A7%D9%86%D9%87-%D9%87%D8%A7-61/419589-%D9%81%D8%B1%D8%AF%DB%8C-%DA%A9%D9%87-%DB%8C%DA%A9-%D9%BE%D9%85%D9%BE-%D8%A8%D9%86%D8%B2%DB%8C%D9%86-%D8%B1%D8%A7-%D8%A2%D8%AA%D8%B4-%D8%B2%D8%AF%D9%87-%D8%A8%D9%88%D8%AF-%D8%A8%D8%A7%D8%B2%D8%AF%D8%A7%D8%B4%D8%AA-%D8%B4%D8%AF']""","""Fact Check: This video of petrol pump that caught fire is not from Haryana""","""['Fact Check', 'fake news']""","""[]""","""[]""",,,
17,,,,False,"""Rohan नाशिककर""",,,Vishvanews,,https://www.vishvasnews.com/english/viral/fact-check-viral-newspaper-clipping-spreading-communal-tensions-is-fake/,"""Muslims should never hire Buddhists, SC ST said Maulana Jafar Sheikh""",2021-7-16,Vishvanews,,"""Viral image stating that a Maulana asked to not trust Buddhists is fake.""","""['https://twitter.com/ROHANM1508/status/1414143776583393281', 'https://web.archive.org/web/20210715130319/https://twitter.com/ROHANM1508/status/1414143776583393281', 'http://www.fodey.com']""","""Fact check: Viral newspaper clipping spreading communal tensions is fake""","""['Buddhist', 'Maulana', 'Nagpur', 'Viral newspaper clipping']""",,,,,
18,,,,Misleading,"""Marie Gogi""",,,Vishvanews,,https://www.vishvasnews.com/english/viral/fact-check-apple-seeds-do-contain-cyanide-but-not-poisonous-enough-to-kill-a-person-viral-post-is-misleading/,"""Apple seeds contain cyanide – so even if the apple tastes good…looks good…. do not eat the poisonous seeds…..""",2021-7-20,Vishvanews,,"""The claim that apple seeds contain cyanide and eating them can kill a person is misleading and is missing context. While it is true that apple seeds contain cyanide in the form of amygdalin but a person would have to consume several apple seeds (by crushing) to cause cyanide poisoning.""","""['https://www.facebook.com/photo?fbid=1593906700870148&set=a.1396931543900999', 'https://www.healthline.com/health/food-nutrition/are-apple-seeds-poisonous#how-cyanide-works', 'https://www.cdc.gov/niosh/idlh/cyanides.html', 'https://web.extension.illinois.edu/apples/facts.cfm']""","""Fact Check: Apple seeds do contain cyanide but not poisonous enough to kill a person; viral post is misleading""","""['Fact Check']""",,,,,
19,,,,False,"""Gene Hiett""",,,Vishvanews,,https://www.vishvasnews.com/english/viral/fact-check-delta-variant-of-coronavirus-is-real-photo-of-donald-trump-shared-with-fake-claim-2/,"""Delta variant is a fake news""",2021-7-15,Vishvanews,"Urvashi Kapoor,ameesh rai","""""","""['https://perma.cc/ZL3F-FZVA', 'https://www.politico.com/story/2019/01/23/trans-pacific-trade-pact-2017-1116638', 'https://www.who.int/emergencies/diseases/novel-coronavirus-2019/media-resources/science-in-5/episode-45---delta-variant']""","""Fact Check: Delta variant of coronavirus is real; photo of Donald Trump shared with fake claim""","""['Coronavirus', 'Fact Check', 'fake news']""","""[]""","""[]""",,,
20,,,,False,"""MH AY""",,,Vishvanews,,https://www.vishvasnews.com/english/viral/fact-check-viral-graphics-showing-the-list-of-10-killer-foods-released-by-who-is-fake/,"""Top 10 killer foods / 8 found in the Philippines / french fries / burger / ice cream / iced tea / chippy-red / doughnut /pancit canton / sweetened pork - WHO""",2021-7-6,Vishvanews,"Urvashi Kapoor,ameesh rai","""Viral graphics showing the list of 10 killer foods released by WHO is fake. WHO has not released any such advisory.""","""['https://www.facebook.com/mhay.ancheta.144/posts/292351675851644', 'https://perma.cc/8QF7-R6KH', 'https://t.co/Y0O0yM3B3L?amp=1', 'https://t.co/Y0O0yM3B3L', 'https://twitter.com/WHOWPRO/status/743597285813018624']""","""Fact Check: Viral Graphics Showing The List of 10 Killer Foods Released by WHO is Fake""","""['Fact Check', 'fake news', 'WHO']""","""[]""","""[]""",,,
21,,,,False,"""Anthony P. Krishan""",,,Vishvanews,,https://www.vishvasnews.com/english/viral/fact-check-post-claiming-anaesthetics-can-kill-coronavirus-vaccinated-people-is-fake-2/,"""【Vaccination Warning】 Anyone who has been vaccinated against coronavirus is prohibited from taking any type of anesthetic, even local anesthetics or dentist's anesthetics, because this poses a great danger to the life of the vaccinated person and is highly dangerous. There is a possibility of death.. Therefore, the vaccinated person must wait 4 weeks after the vaccination. If he has a reaction, he can administer anesthetic only 4 weeks after the antibody develops. A Pharmacy's friend relative was vaccinated two days ago. He went to the dentist yesterday and died immediately after receiving local anesthetics. After reading the warning about the coronavirus vaccination in the vaccine box, we discovered that after the coronavirus vaccine was given, there was a warning not to take anesthetics. Please spread this information to protect your family, relatives, friends and everyone.""",2021-7-5,Vishvanews,"Urvashi Kapoor,ameesh rai","""""","""['https://www.facebook.com/photo?fbid=4063054820431051', 'https://perma.cc/A72N-RGCV', 'http://www.msa.net.my/index.cfm?menuid=76']""","""Fact Check: Post claiming anaesthetics can kill Coronavirus vaccinated people is fake""","""['Coronavirus', 'CoronaVirusFacts', 'COVID Vaccine']""","""[]""","""[]""",,,
22,,,,False,"""Fb user: Dr-Faheem Ahmed""",,,Vishvanews,,https://www.vishvasnews.com/english/viral/fact-check-eating-chicken-wont-beat-coronavirus-proper-precautions-and-medical-guidance-to-be-taken-advise-experts/,"""Eat chiken beat coronavirus""",2021-6-12,Vishvanews,"Urvashi Kapoor,Pallavi Mishra","""Eating chicken won’t beat coronavirus. Experts advise proper precautions and medical guidance to fight the disease.""","""['https://www.facebook.com/groups/660886754763190/permalink/901047327413797/ ', 'https://perma.cc/N5RX-H8VF', 'https://ods.od.nih.gov/factsheets/VitaminB6-HealthProfessional/', 'https://brandequity.economictimes.indiatimes.com/news/advertising/asci-acts-on-misleading-ad-promoting-eating-chicken-to-beat-covid-19/75311678.', 'https://www.petaindia.com/blog/scam-poultry-ad-pulled-after-peta-india-complaint/']""","""Fact Check: Eating Chicken Won’t Beat Coronavirus; Proper Precautions And Medical Guidance To Be Taken; Advise Experts""","""['Coronavirus', 'CoronaVirusFacts', 'Fact Check']""","""[]""","""[]""",,,
23,,,,Misleading,"""Akhtari Akhtari""",,,Vishvanews,,https://www.vishvasnews.com/urdu/politics/fact-check-this-viral-photo-is-not-of-the-allegedly-abducted-daughter-of-afghanistan-ambassador/,"""دعوی کیا جا رہا ہے کہ یہ افغان سفیر کی بیٹی ہیں جن کا اغوا ہوا تھا۔""",2021-7-20,Vishvanews,"Umam Noor,Ashish Maharishi","""وشواس نیوز نے اپنی پڑتال میں پایا کہ وائرل دعوی گمراہ کن ہے۔ یہ تصویر افغانستان کے سفیر نجیب اللہ علی خیل کی بیٹی کی نہیں ہے۔""","""['https://archive.fo/wip/X788h', 'https://tribune.com.pk/story/2311410/selsela-tight-lipped-at-evidence', 'https://timesofindia.indiatimes.com/world/pakistan/no-proof-that-afghan-envoys-daughter-was-abducted-pakistan-cries-false-narrative/articleshow/84565327.cms#:~:text=ISLAMABAD%3A%20Pakistan%20claimed%20on%20Monday,a%20narrative%22%20against%20the%20country.', 'https://www.headlinestoday.in/top-news/no-evidence-that-afghan-ambassadors-daughter-was-kidnapped-pak-police-322251703.html', 'https://www.facebook.com/Gul-Chahat-100724555604472/photos/pcb.117814377228823/117814273895500/', 'https://www.facebook.com/watch/live/?v=844465659513904&ref=watch_permalink', 'https://www.thenews.com.pk/print/714630-', 'https://t.co/Jjx2vQciKp']""","""فیکٹ چیک: افغانستان سیفر کی غائب ہوئی بیٹی کی نہیں ہے یہ وائرل تصویر""","""['Afghanistan', 'Afghanistan Ambassador Daughter', 'Fact Check', 'Pakistan']""","""[]""","""[]""",,,
