,rating_ratingValue,rating_worstRating,rating_bestRating,rating_alternateName,creativeWork_author_name,creativeWork_datePublished,creativeWork_author_sameAs,claimReview_author_name,claimReview_author_url,claimReview_url,claimReview_claimReviewed,claimReview_datePublished,claimReview_source,claimReview_author,extra_body,extra_refered_links,extra_title,extra_tags,extra_entities_claimReview_claimReviewed,extra_entities_body,extra_entities_keywords,extra_entities_author,related_links
14,3,1,5,Misleading,multiple sources,2021-07-22,,factcheck_afp,,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9FE6UH-1,Vaccines on the market contain carcinogenic graphene oxide,2021-07-12,factcheck_afp,,"Multiple Facebook posts have repeatedly shared a claim that all commercially available vaccines purportedly contain a cancer-causing substance called graphene oxide. But these posts are misleading: experts separately told AFP that graphene oxide is not used in commercially available vaccines. The most commonly used vaccines go through rigorous testing and have been safely used for decades, according to the World Health Organization.""After investigating the contents of vaccines, 99% was found to be graphene oxide. Like asbestos this causes cancer,"" reads this Korean-language Facebook post on July 12, 2021.""Graphene oxide was found in all vaccines commercially available,"" the post adds.  Screenshot of the misleading post. Captured July 20, 2021.Graphene oxide is a derivative of graphene which is reportedly the world's thinnest material first isolated in 2004.A similar claim was also shared in Facebook posts here, here, here and here.But these posts are misleading, according to multiple experts.Graphene oxide ""No vaccines on the market [is] based on graphene oxide,"" Dr Park Jong-bo, a researcher at Biographene, a company that develops graphene-based medicine, told AFP on July 20, 2021.Vaccines currently in use are ""comprised of phospholipid layers, peptides or nucleic acids, and graphene oxide is not part of these categories,"" Park said. The claim that all commercially available vaccines were 99% made up of graphene oxide was ""ungrounded in fact,"" Professor Hong Byung-hee, an expert in nanomaterials at Seoul National University, told AFP on July 19, 2021.""Graphene is being tested for biomedical purposes, including for vaccines, but these applications are still in an experimental phase and a long wait is expected before they become commercially available following clinical trials,"" Hong said.Hong added that the claim that graphene oxide is purportedly like asbestos and causes cancer is misleading.""Graphene has a planar structure, and is very different from asbestos, which has a needle structure,"" he explained.""In the case of graphene oxide... there is some toxicity but relatively little, so the material is being widely researched for use in drug delivery systems and in vivo diagnostic sensors.""Published lists of ingredients in widely used Covid-19 vaccines -- Pfizer-BioNTech, Moderna, AstraZeneca and Janssen -- do not include graphene oxide. Vaccine safetyVaccines are available for some two dozen diseases including Covid-19, according to this list from the World Health Organization (WHO).""The most commonly used vaccines have been around for decades, with millions of people receiving them safely every year,"" the WHO states here.""Following the introduction of a vaccine, close monitoring continues to detect any unexpected adverse side effects.""",,"Available vaccines do not contain graphene oxide, experts say",,,,,,
15,1,1,5,False,የኢትዮጵያ ብልፅግና ፓርቲ,2021-07-20,,factcheck_afp,,https://factcheck.afp.com/no-evidence-putin-congratulated-ethiopian-pm-second-filling-controversial-mega-dam,Putin congratulates Ethiopian PM over GERD filling,2021-07-06,factcheck_afp,,"A Facebook post shared hundreds of times on Facebook claims that Russian President Vladimir Putin recently congratulated Ethiopia’s prime minister, Abiy Ahmed, on the second filling of the Grand Ethiopian Renaissance Dam (GERD). Ethiopia's construction of the mega-dam has been a source of diplomatic tension with its downstream neighbours. However, this is false; the Russian embassy in Addis Ababa told AFP Fact Check that Putin never made any such comments. Furthermore, there is no official evidence of the Russian head of state issuing a statement regarding the GERD filling. The post, archived here, has been shared more than 350 times since it was published on Facebook on July 6, 2021. It was shared from an account called “Ethiopian Prosperity Party”, the political party led by Ethiopian Prime Minister Abiy Ahmed. However, the page is not an official account and was created by a party supporter.  Screenshot of the false Facebook post, taken on July 16, 2021The post features an image of Putin and Abiy shaking hands. “Congratulations Ethiopians! The second phase of the Abay dam filling is legitimate and demonstrates the right to use its own natural resources (sic),” reads a quote attributed to the Russian leader translated to English. “A country that has many thousand years of history, an example of freedom that doesn’t bend to oppression, the mother of many proud heroes, congratulations Ethiopia,” it concludes.The post surfaced after the onset of this year’s rainy season, which helped speed up the process of filling the mega-dam. An official told AFP  on July 19, 2021, that Ethiopia had attained its second-year target for filling the mega-dam on the Blue Nile River. Ethiopia hit its first target of 4.9 billion cubic metres in July 2020.Ethiopia, Sudan and Egypt have been locked in a tug of war over the use of the Nile ever since Ethiopia started building and filling the GERD using water from the river. Both the governments of Egypt and Sudan have expressed concern that diverting Nile water into the GERD will restrict water supplies in the two countries, affecting millions of people’s livelihoods.Russian embassy denies remarksHowever, the remarks attributed to Putin are fabricated.Valentina Kim, a spokeswoman for the Russian embassy in Addis Ababa, said the leader had not congratulated Abiy. When asked about the false claims, Kim said: “We have not seen them”.“We cannot comment on an event [whose] existence is not proved,” she added. According to the Kremlin’s website, the most recent conversation between both leaders was a phone conversation on April 7, 2020.AFP Fact Check previously debunked a claim that Putin was backing Ethiopia in the dispute over the GERD. Similarly, AFP Fact Check debunked remarks falsely attributed to Putin where he allegedly ridiculed Ethiopia’s prime minister about cloud seeding technology.",,No evidence that Putin congratulated Ethiopian PM on the second filling of controversial mega-dam,,,,,,
16,3,1,5,Misleading,Multiple Sources,2021-07-19,,factcheck_afp,,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9F63C6-1,Photos show water shortage and COVID-19 crisis in Kejriwal ruled Delhi,2021-07-13,factcheck_afp,,"Politicians from India's ruling Bharatiya Janata Party (BJP) have shared photos they claim show various crises under the rule of Delhi's chief minister and opposition politician Arvind Kejriwal. The claim is misleading: most of the images were taken before Arvind was elected as Delhi's chief minister, or do not show events in Delhi.""Kejriwal's development model!"" reads a tweet from July 13 by Adesh Gupta, a BJP politician and head of the party's Delhi unit.He has more than 100,000 Twitter followers.The illustration shows Kejriwal, the leader of India's Aam Aadmi Party, alongside photos purportedly depicting water, oxygen, ventilator, and pollution problems in Delhi.  Screenshot of misleading post taken on July 16, 2021. ( AFP)Kejriwal was elected Delhi's chief minister in February 2015. Fellow BJP politicians Dheeraj Pradhan and Rachna Garg also shared the photo in posts here, here and here.However, the posts are misleading. Water crisisThe first photo of a crowd of people scrambling for water was taken before Kejriwal took office.A reverse image search on TinEye shows the picture was taken in 2009 in New Delhi.It was captured by photographer Adnan Abidi for Reuters news agency. It can be found on the agency's website here. The photo's caption reads, ""Residents of Sanjay Colony, a residential neighbourhood, crowd around a water tanker provided by the state-run Delhi Jal (water) Board to fill their containers in New Delhi June 30, 2009. Delhi Chief Minister Sheila Dikshit has given directives to tackle the burgeoning water crisis caused by uneven distribution of water in the city according to local media. The board is responsible for supplying water in the capital.""Below is a comparison of the photo used in the misleading post (L) and the photo on Reuters' website (R): Screenshot comparing the misleading post and the original image ( AFP)Kejriwal's Aam Admi Party was formed in October 2012, years after the photo was taken. This photo has previously been shared in a misleading context. AFP debunked posts claiming the photo shows Delhi's water crisis in July 2021.Oxygen crisisThe second photo of oxygen tanks was taken in the city of Prayagraj in India's northern state of Uttar Pradesh.A reverse image search on TinEye found the photo was taken by Indian news agency Press Trust of India (PTI).It can be found here on the agency's website. The photo was also used in this article by The Indian Express about the shortage of oxygen in India during the second Covid-19 wave in spring 2021.The photo's caption reads: ""Several states are facing acute oxygen shortage owing to the rising Covid-19 cases. In pic, workers unload oxygen cylinders from a truck at a hospital in Prayagraj. (PTI Photo).""Below is a comparison between the photo used in the misleading post (L) and the photo used in The Indian Express article (R): Screenshot comparing the misleading post and the original image ( AFP)Ventilator crisisThe third photo, which shows a hospital, was taken in Iran, not India.A reverse image search on TinEye shows that the photo was taken in Tehran, Iran.It was captured by photographer Ali Shirband on March 1, 2020 for news agency Associated Press.It can be found on AP's website here. The photo's caption reads: ""In this Sunday, March 1, 2020 photo, a medic treats a patient infected with coronavirus, at a hospital in Tehran, Iran. A member of a council that advises Iran's supreme leader died Monday after falling sick from the new coronavirus, becoming the first top official to succumb to the illness striking both citizens and leaders of the Islamic Republic.""Below is a comparison between the photo shared in the misleading post (L) and the photo on AP's website (R):  Screenshot comparing the misleading post and the original image ( AFP)The photo was also used in a news article about Iran's Covid-19 crisis here. Pollution problemThe final photo showing pollution was genuinely taken in Delhi when Kejriwal was in power.A reverse image search on TinEye shows that the photo was taken in October, 2018 by AFP photographer Dominique Faget.It can be found on AFP's website here. The photo caption reads: ""Indian pedestrians walk near the India Gate monument amid heavy smog conditions in New Delhi on October 30, 2018. Smog levels spike during winter in Delhi, when air quality often eclipses the World Health Organization's safe levels. Cooler air traps pollutants -- such as from vehicles, building sites and farmers burning crops in regions outside the Indian capital.""The photo was also used in this news report by AFP about Delhi's air pollution.",,BJP politicians share misleading posts critical of Delhi chief minister,,,,,,
17,1,1,5,False,Multiple sources,2021-07-19,,factcheck_afp,,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9F92G2-1,This photo shows a Chinese vessel dumping sewage and human waste in the West Philippine Sea,2021-07-12,factcheck_afp,,"A photo has been shared in multiple Twitter and Facebook posts that claim it shows a Chinese shipping vessel dumping human waste in Philippine waters. The claim is false: the photo has in fact circulated in reports about dredging off the coast of Australia.""Chinese vessels dumping human waste part of west philippine sea,"" reads the caption to this photo shared on Twitter on July 12, 2021. Screenshot of the misleading post taken on July 17, 2021""West Philippine Sea"" is the term used in the Philippines for the maritime area in the western part of the Philippine archipelago.The misleading post circulated online after Philippine news organisation GMA News erroneously published a report showing the same photo and claim.The organisation has since apologised for the oversight. In a tweet on July 12, it said: ""We took down the original tweet containing an inaccurate image. We want to thank our followers for tweeting us this feedback. We apologize for the oversight.""The same photo was also shared hundreds of times alongside a similar claim here, here and here on Facebook.The claim is false.A combination of reverse image and keyword searches on Google found the photo was originally published in this press release on October 3, 2014.It was circulated by the Cairns and Far North Environment Centre (CAFNEC), an environmental group based in Australia.In the press release, it states that the photo shows: ""Maintenance dredging in Cairns show the impact of dredging and dumping in the Great Barrier Reef World Heritage Area"".The Great Barrier Reef is the world’s largest coral reef system.It is located in northeastern Australia, more than 4,800 kilometers away from the West Philippine Sea as shown here on Google Maps.  Screenshot comparison of the photo in the misleading post (L) and the CAFNEC photo (R)According to the photo’s caption, it was taken by photographer Xanthe Rivett for CAFNEC and World Wildlife Fund Australia.The WWF also posted the image on its official Instagram account on the same day.                  View this post on Instagram                                        A post shared by WWF-Australia (@wwf_australia)  In response to the misleading posts, a World Wildlife Fund Australia representative told AFP on July 16: ""I can confirm the photos were taken in the Cairns Port in the Great Barrier Reef World Heritage Area on 19 September 2014.""They show a ship dumping dredged material.""Philippine fact-checking organisation Vera Files also debunked this misleading claim here.",,"This photo has circulated in reports about dredging off the coast of Australia, not the Philippines",,,,,,
18,5,1,5,False,Multiple sources,2021-07-13,,factcheck_afp,,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9EE4BW-1,An image of an electric car cemetery in France,2021-07-07,factcheck_afp,,"A photo has been shared thousands of times in posts claiming it shows an ""electric car cemetery"" in France, where electric cars are purportedly dumped when their batteries wear out. The claim is false; the image in fact shows a Chinese rideshare company's cars parked on the outskirts of Hangzhou. The company's former manager said most of the cars were first-generation electric vehicles set to be replaced with newer models.""Here is an electric car cemetery in France. Nobody wants to buy a used electric car when the battery wears out,"" reads this Facebook post published on July 7. It has since been shared more than 1,000 times. A screenshot of the misleading Facebook post as of July 9, 2021.The same photo was shared alongside similar claims appear on Facebook here and here, and in this tweet shared more than 4,000 times.""Green madness. Electric cars belonging to the city of Paris. No one will buy them because of the cost of the replacement battery. Who will dispose of this junk, especially the batteries?"" the tweet reads.However, the claim is false. A reverse image search and keyword searches found similar photos published by Chinese state-owned newspaper People's Daily here on April 25, 2019. The article refers to the photos, credited to Chinese state news agency Chinanews, as ""a car cemetery in Hangzhou"".  A screenshot of an article on the Chinese website (taken 8 July 2021)According to the article, the vehicles are ""new energy-shared cars abandoned in a car park near Hangzhou city along the Qiantang River"".The cars appear to be electric cars manufactured by China's Kandi Technologies Group. In 2015, China's state-owned newspaper Global Times identified similar vehicles with the same logos and white-green paint in Hangzhou as having been produced by Kandi. Identical visual clues can be seen in the photo circulating in misleading posts (L) and Chinanews's image (R), including buildings in the background, an electicity pylon and logos on the cars. On the left, a picture of the Facebook update and on the right, a picture taken by the Chinanews website. AFP has circled the similarities in red.The exact location of the image can also be confirmed through the satellite images of the Shuangpuzhen area on Zoom Earth, where the parking lot and its cars can be seen.The satellite images show pools of water and the buildings in the background. A satellite image of the parking lot, with the buildings visible in the Facebook photo circled in red (Zoom.earth)The electricity pylons visible in the Facebook post also can be found on the highway, south of the parking lot: A satellite image of the parking lot, with the location of the electricity pylons circled in red by AFP (Zoom.earth)The vehicles belong to a Hangzhou-based electric car rideshare company called Microcity, subsidiarity of an electric car rental company named Zhejiang Zuozhongyou Electric Car Service Limited, according to the company's former brand manager.""The cars in the photo belonged to Hangzhou Microcity,""Lou Gaofeng told AFP.Launched in Hangzhou in 2013, Microcity's electric car rideshare service aimed to tackle emissions, congestion and limited parking space, according to the local government's website.Car sharing services in Chinese have struggled to keep their business model profitable. In 2019, Hong Kong-based newspaper South China Morning Post (SCMP) reported that many firms had gone bankrupt after an initial boom in ride sharing apps the 2010s, aided by the low price of electric cars.Chinese media reported that thousands of Microcity electric cars have ended up in parking lots on the outskirts of Hangzhou from 2019 (here, here and here).Lou told local newspaper Hangzhou.com.cn in April 2019 that around 3,000 Microcity cars are parked in three different parking lots along the Qiantang River. However, according to the former manager of the company, not all the cars were defective.""I had clearly explained at that time that not all of them had problems. Some of them had problems, some could still be used, others were old enough to be sold to another company and disassembled,"" he told AFP.""Second, it had nothing to do with the spontaneous combustion of the battery, most of them were the first generation electric vehicles which had been produced in 2013 and even earlier and should be replaced due to technologcial progress.""Microcity's current management did not respond to AFP's enquiries on what the company plans to do with the cars in the future.CORRECTION 15/7/21: This article was amended to clarify Lou Gaofeng's quote that the cars in the photograph were first-generation electric cars set to be replaced with newer models.",,This photo does not show an 'electric car cemetery' in France,,,,,,
19,3,1,5,Misleading,Multiple Sources,2021-07-09,,factcheck_afp,,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9EG3DM-1,Photo shows helicopter operated by the Royal Thai Army,2021-07-05,factcheck_afp,,"After a fire at a plastics factory in Thailand injured dozens, a photo surfaced in Facebook posts purporting to show a Royal Thai Army helicopter and questioning why the chopper was not deployed to quell the blaze. The claim is misleading; the photo actually shows a helitanker during an exercise in the United States in 2020. Meanwhile, a second photo in the posts genuinely shows a Thai helicopter.The photos were published here on Facebook on July 5, 2021. ""The Royal Thai Army has chinook, the forest department has a helicopter with a water bucket, why didn't anybody collaborate with them?"" the Thai-language post's caption reads. Chinook refers to a type of military, heavy-lift helicopter.  ( Montira RUNGJIRAJITTRANON)The images circulated online after an explosion at a plastics factory near the Thai capital Bangkok sent plumes of smoke across the skyline, killing one firefighter and injuring at least 33 people, AFP reported.The photos were also shared on Facebook here and here alongside a similar claim. The images, however, have been shared in a misleading context.First photoA reverse image search on Google found the first photo was published in this article by the US-based blog site Fire Aviation on November 19, 2020.Below is a screenshot comparison of the photo in the misleading post (L) and on the Fire Aviation website (R):  ""A CH-47 Chinook Very Large Helitanker (VLHT) with night-flying capability operated by Coulson Aviation is working under an 83-day contract in collaboration with Southern California Edison (SCE) and the Orange County Fire Authority (OCFA),"" the article reads.""The Chinook is based at the Los Alamitos Joint Forces Training Base in Orange County"".The photo was screenshotted from this  footage tweeted by Orange County Fire Authority (OFCA) on November 19, 2020.The clip shows the helitanker exercise, which was coordinated by  L.A. County Fire Department  and the Orange County Fire Authority (OFCA). Yesterday we had a successful exercise with @LACoFDPIO to showcase the new joint agency Helitanker. This is a regional asset that can be used in multiple counties to fight fires. The helitanker:•Takes 1 min to fill 3,000 gallons•Has a water drop cover of approx 10 acres pic.twitter.com/mzMC2j3pZr — OCFA PIO (@OCFA_PIO) November 19, 2020 Second photoThe second photo genuinely shows a Thai helicopter.Reverse image searches for the second photo found it was previously published in this 2016 report by Thai news site Manager Online.The Thai government staged a demonstration to show how the helicopter was used to extinguish fires in Phitsanulok province, the report says.""Helicopter owned by the Ministry of Natural Resources and Environment was used to extinguish wildfire in Nan, using the water from Nan River, in the middle of a campaign to stop burning the forest,"" the Thai-language article reads.Below is a screenshot comparison of the photo in the misleading post (L) and on the Manager Online website (R):  Thailand's Forest Department operates under the Ministry of Natural Resources and Environment.The photo was also published in another report about the event by a Thai-language website here. CORRECTION: This article was updated on July 12, 2021 to clarify that the Facebook posts claimed the photos showed Thai helicopters, but not necessarily Thai helicopters at the scene of the plastics factory fire.",,Wrong helicopter photo shared in posts about Thai factory fire,,,,,,
20,5,1,5,False,Multiples sources,2021-07-07,,factcheck_afp,,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9DZ6YU-3,Photo of polluted river is from India,2021-06-27,factcheck_afp,,"A photo of a river clogged with rubbish has been shared in multiple Facebook and Twitter posts which claim that the river is in the Indian city of Mumbai. However, the claim is false; the photo actually shows a river in Philippines' capital Manila. The photo was shared on Facebook here on June 27, 2021, by a page with some 75,000 followers.The Facebook post, sharing two photos, appears to compare two rivers with one looking clean and the other filled with garbage.The caption to the post reads:""Pic 1 - Sabaramati Riverfront, Ahmedabad, Gujarat (Fund spent by Gujarat State: ₹1400 crores)Pic 2 - Mithi River, Mumbai, Maharashtra (Funds spent by BMC & MMRDA: ₹1000+ crores)#TaleOfTwoCities #ModiHaiToMumkinHai"" (#If Modi IsThere It's Possible)   ""Sabaramati Riverfront"" refers to Sabarmati Riverfront in Indian state Gujarat, which is controlled by the ruling Bharatiya Janata Party (BJP).The Mithi River is located in the city of Mumbai in Maharashtra, a state which is controlled by a coalition of opposition parties. The Mithi River was Maharashtra's most polluted river in 2018, according to this report released by the state's Pollution Control Board. The report found that the level of coliform content, which indicates the presence of human and animal excreta, was at least 15 times above the safe limit, as reported by local news outlet Hindustan Times.Since November 2019, a coalition of three parties -- Shiv Sena, the Indian National Congress (INC) and the Nationalist Congress Party (NCP) -- have formed the government in Maharashtra. However, before that Maharashtra was governed by BJP, which had formed an alliance with Shiv Sena in the state after the 2014 state legislative assembly elections. The identical photos were published by several other accounts on Facebook, for example here and here alongside a similar claim. They were also shared by BJP party members on Twitter as seen here and here. However, the claim is false. While the first image does show the Sabarmati Riverfront as seen on Google Maps, the second photo of the river clogged with garbage is not of the Mithi River in India, but actually shows the Philippines' capital city Manila. A reverse image search on TinEye shows that the original photo was taken in January 2008 in Manila, Philippines by photographer Antonio V. Oquias, as can be seen on the Shutterstock Images website. The caption to the photo reads: ""MANILA, PHILIPPINES - JANUARY 6: A river of garbage prevents the flow of water on January 6, 2008 in Manila, Philippines. Poverty and garbage disposal are major issues in the Philippines.""The photo was also used in this news report on plastic pollution by UK broadcaster BBC. Below is a comparison of the photo used in the Facebook post and the one found on Shutterstock.",,"This photo shows a river in the Philippines, not India",,,,,,
21,1,1,5,False,Gech Ethiopia,2021-07-06,,factcheck_afp,,https://factcheck.afp.com/image-elephant-shaped-mountain-composite-created-polish-artist-mirekis,This image of an elephant-shaped mountain is a composite created by Polish artist Mirekis,2021-07-01,factcheck_afp,,"An image has been shared hundreds of times on Facebook in Ethiopia alongside a claim that it shows a real mountain cliff shaped like an elephant. But this is false: AFP Fact Check found that the image was digitally created by Polish artist Mirekis.The claim has been shared more than 100 times and had over 500 reactions since it was published on July 1, 2021. “Beautiful Elephant mountain!” the post’s caption reads.  Screenshot of the false Facebook post, taken on July 5, 2021The image shows a mountain cliff in the shape of an elephant overlooking a snowy valley.However, the image does not show a real landscape. It was digitally created by Mirekis, a Polish artist who combined three images to create the artwork. AFP Fact Check ran a reverse image search and traced the picture to several websites showing Mirekis’s work. The composite comes from a series of images called ""Over the precipice"", initially posted on Mirekis’s Facebook page on January 18, 2018. “The series is still missing spring and fall,” the post’s Polish caption reads. Mirekis shared the image a few days later on Instagram as well as on his 500px page, a photo-sharing platform.    View this post on Instagram           A post shared by Is Mirek (@mirekis7) Original picturesThe composite was created by layering three different images. The original image that can be seen in the foreground of Mirekis’s work was uploaded on Wikimedia Commons by a user called “Giacomozanni” in April 2010. The image shows a mountain in the north-east of Italy where the Malatesta Fortress of Verucchio sits.Noticeable details stand out in the foreground of both images such as the trees and bushes. Image highlighting similarities between the original picture (right) and the compositeThe other two images are composed of a picture of an elephant superimposed on an image of the Creux du Van, a natural rocky cirque located in east Switzerland near the French border. Image highlighting similarities between the original pictures (top) and the compositeMirekis confirmed to AFP Fact Check that the photo in the misleading Facebook showed his artwork. The claim had already been debunked by Snopes in January 2018. While Mirekis’s work was digitally altered and created as a form of art, there is an actual “Elephant Rock” in the cliffs of the island Heimaey in Iceland.  Image from Wiki Commons of “Elephant Rock” in Iceland",,This image of an elephant-shaped mountain is a composite created by Polish artist Mirekis,,,,,,
22,3,1,5,Misleading,Multiple sources,2021-07-02,,factcheck_afp,,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9DP93D-1,Posts compare Manila Bay images before and during Rodrigo Duterte presidency,2021-07-26,factcheck_afp,,"A photo collage has been shared thousands of times in Facebook posts that claim it shows a trash-filled beach in the Philippine capital Manila purportedly before Rodrigo Duterte was elected president -- and the same beach after he ordered a cleanup during his term. But these posts are misleading: the trash-filled beach photo is miscaptioned as taken during the presidency of former leader Benigno Aquino III; both images in the photo collage have circulated in news reports since 2020 during Duterte’s term as president.The photo collage was posted here on Facebook on June 26, 2021. It has been shared over 3,000 times since.The photo collage juxtaposes two images of Manila Bay, a natural harbour located west of the Philippine capital Manila.The first image shows a trash-filled beach overlaid with text that reads: “NOYNOY BEFORE”. The second shows a clean beach superimposed with the text: “DUTERTE NOW”.The post’s Tagalog-language caption translates in part as: “They say President BS Aquino III is the protector against environmental waste.”  Screenshot of misleading post taken on July 1, 2021The misleading post circulated days after the death of former Philippine President Benigno “Noynoy” Aquino III on June 24, 2021, AFP reported.Aquino III was the president from 2010 to 2016. He was succeeded by Rodrigo Duterte whose term is until 2022.In 2019, Duterte announced a “major” Manila Bay cleanup. The following year his government began construction of an artificial white sand beach along a portion of the bay.The controversial project has spurred a slew of misinformation, for example here, here and here debunked by AFP.An identical photo collage was also shared alongside a similar claim in Facebook posts here, here and here.But these posts are misleading: both images in the photo collage have circulated in reports published during Duterte’s term.First image A reverse search on Google found the image of the trash-filled beach was published here by Philippine broadcaster GMA News on September 8, 2020 when the Duterte government’s white sand beach project was underway, not during former President Benigno “Noynoy” Aquino's term.The image’s caption states in part: “A lot of trash drifted to Manila Bay, near the Manila Yacht Club. [This side] is more polluted compared to the other end where the [environment agency] is dumping white sand.”The image corresponds to the 19-second mark of this television report aired by GMA News the same day. Below is a screenshot comparison of the first image in the misleading posts (L) and the original photo from GMA News (R):    The image was taken in this location as seen on Google Maps. Second imageFurther reverse image searches found the second image had also appeared in a news report during the Duterte administration. It was shared here on May 24, 2021 by local media organisation SMNI News.The image’s caption reads in part: “#ManilaBayRehab… #DuterteAdministration”.Below is a screenshot comparison of the second image in the misleading posts (L) and photo shared by SMNI News (R):    The rainbow-colored crosswalk seen in the image corresponds to these photos posted on the Facebook page of Manila City’s mayor in December 2020, when the newly-painted lanes were opened to the public.The image corresponds to this location on Google Street View.The misleading posts were also debunked by Philippine fact-checking organisation Vera Files here.",,Misleading posts circulate anew about beach cleanup in Philippine capital,,,,,,
23,1,1,5,False,Multiple,2021-06-28,,factcheck_afp,,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9DC9V8-1,Photos show malnourished lions at Bangladesh zoo,2021-06-19,factcheck_afp,,"Three photos of malnourished lions are circulating in Facebook posts that claim they were taken at a zoo in Bangladesh. The claim is false: the images were originally shared in reports about a zoo in Sudan in January 2020.  The photos of the lions were posted here on Facebook on June 19, 2021. The post has been shared more than 700 times.The post’s Bengali-language caption reads: ''We request the authority of Mirpur Zoo to set these wild animals free. If you can't fulfil your duty, then there is no right to trade with these wild animals. If anyone comes across this post who has the ability to do something about it, then please take some action.''  Mirpur Zoo is Bangladesh’s National Zoo in the capital Dhaka. It is home to more than 2,500 creatures, including eight endangered Bengal tigers, as reported here by AFP.The same images were shared with a similar claim here, here and here on Facebook.However, the claim is false. A reverse image search found two of the three photos were posted here on Facebook in January 2020.They were uploaded on the verified page of Osman Salih, who describes himself as CEO at Sudan Animal Rescue.His post reads in part: ""I was shaken when I saw these lions at the park... their bones are protruding from the skin”.""I urge interested people and institutions to help them,"" he wrote. Below is a screenshot comparison of the images in the misleading post (L) and the images shared by Salih (R) : The campaign to save the five lions caged in Khartoum's Al-Qureshi Park was reported here by AFP on January 20, 2020.The final photo in the misleading post was taken by AFP photographer Ashraf Shazly at al-Qureshi Park in the Sudanese capital Khartoum on January 20, 2020. Below is a screenshot comparison of the final photo in the misleading post (L) and Shazly’s photo (R): Shazly posted the images on Facebook here.",,Facebook users share old photos of lions in Sudan in posts about Bangladesh zoo,,,,,,
24,5,1,5,False,Multiple Sources,2021-06-25,,factcheck_afp,,https://factcheck.afp.com/these-images-have-circulated-online-reports-about-meteor-sightings-october-2015,Images of meteor visible in northern Thailand in June 2021,2021-06-22,factcheck_afp,,"Images that show a meteor have been shared widely in Twitter and Facebook posts that claim these were shot in Thailand in June 2021. But this claim is false: the images are unrelated to recent meteor sightings in Thailand and have in fact circulated online since October 2015.The images were posted on Twitter here on June 22, 2021. They have been shared more than 1,800 times since.The Thai-language post translates as: “Who is in Chiangmai, they said a loud noise was heard along with green light during around 18:35 it is [an] #asteroid!!! #Chiangrai #meteor”. Screenshot of the misleading Twitter post taken on June 23, 2021The misleading post circulated the same night social media users in Chiang Mai and other areas in northern Thailand reported seeing flashes of light in the sky followed by loud noises.The National Astronomical Research Institute of Thailand (NARIT) confirmed the event was due to a meteor that had broken off from an asteroid and entered the Earth’s atmosphere.Identical images were also shared alongside a similar claim on Facebook here, here and here; and on Twitter here and here.The claim is false: the images have circulated online since at least 2015.First imageA reverse search on Google found the first image was posted here on Instagram by weather photographer Marko Korosec on October 31, 2015.Its caption reads in part: “This spectacular and very bright bolide (fireball) from Southern Taurids meteor shower was observed this evening at 18:12 UTC, Oct 30th, 2015. Looking towards south from Brkini, SW Slovenia.”    View this post on Instagram           A post shared by Marko Korosec (@markokorosecnet)Below is a screenshot comparison of the first image in the misleading post (L) and Korosec’s photo (R): Screenshot comparison of the first image in the misleading post (L) and Korosec’s photo (R)The image was also shared here on the website Spaceweather.com on October 31, 2015 -- and credited to Korosec.Second imageA further reverse search found the second image corresponds to the 59-second mark of this YouTube video posted on November 2, 2015.The video’s caption reads: “Collection of the November 2, 2015 meteorite clips in Thailand”.Below is a screenshot comparison of the second image in the misleading post (L) and its corresponding frame in the YouTube video (R): Screenshot comparison of the second image in the misleading post (L) and its corresponding frame in the YouTube video (R)Video clips showing the same meteor were also shown in this news report aired on November 4, 2015 by Thai broadcaster Ch.3.",,These images have circulated online in reports about meteor sightings since October 2015,,,,,,
